gid spike-times
153 73.0,161.0,242.0,306.0,368.0,436.0,509.0,583.0,651.0,722.0,780.0,854.0,906.0,975.0,1040.0,1104.0,1167.0,1239.0,1296.0,1364.0,1443.0,1496.0,1565.0,1637.0,1705.0,1775.0,1846.0,1896.0,1962.0,2023.0,2080.0,2149.0,2231.0,2305.0,2368.0,2444.0,2512.0,2565.0,2634.0,2701.0,2760.0,2833.0,2892.0,2951.0,3008.0,3069.0,3124.0,3177.0,3248.0,3300.0,3357.0,3432.0,3496.0,3559.0,3623.0,3686.0,3767.0,3833.0,3897.0,3961.0,4025.0,4087.0,4155.0,4221.0,4279.0,4345.0,4416.0,4482.0,4541.0,4606.0,4673.0,4739.0,4820.0,4881.0,4947.0,5020.0,5085.0,5158.0,5221.0,5286.0,5363.0,5432.0,5498.0,5565.0,5625.0,5679.0,5754.0,5817.0,5881.0,5950.0,6026.0,7092.652,8176.732,8234.732,8301.732,8361.732,8422.732,8491.732,8546.732,8617.732,8677.732,8740.732,8806.732,8868.732,8946.732,9012.732,9079.732,9146.732,9225.732,9291.732,9363.732,9436.732,9498.732,9573.732,9655.732,9716.732,9775.732,9843.732,9903.732,9974.732
154 77.0,142.0,200.0,268.0,337.0,392.0,474.0,532.0,600.0,676.0,750.0,811.0,873.0,941.0,998.0,1054.0,1118.0,1182.0,1253.0,1316.0,1375.0,1443.0,1504.0,1561.0,1637.0,1707.0,1770.0,1849.0,1915.0,1986.0,2041.0,2097.0,2168.0,2251.0,2309.0,2389.0,2445.0,2516.0,2592.0,2660.0,2721.0,2785.0,2880.0,2954.0,3014.0,3082.0,3144.0,3213.0,3273.0,3343.0,3410.0,3474.0,3532.0,3604.0,3677.0,3746.0,3824.0,3887.0,3970.0,4044.0,4108.0,4179.0,4261.0,4337.0,4403.0,4468.0,4531.0,4603.0,4657.0,4712.0,4781.0,4857.0,4935.0,5004.0,5072.0,5126.0,5200.0,5264.0,5313.0,5377.0,5454.0,5520.0,5597.0,5660.0,5722.0,5801.0,5860.0,5925.0,5989.0,6060.0,7074.652,8065.652,8192.732,8253.732,8327.732,8387.732,8451.732,8519.732,8592.732,8645.732,8705.732,8769.732,8837.732,8889.732,8962.732,9017.732,9088.732,9150.732,9213.732,9271.732,9331.732,9409.732,9494.732,9556.732,9614.732,9687.732,9758.732,9814.732,9893.732,9954.732
155 73.0,139.0,209.0,260.0,328.0,401.0,474.0,542.0,624.0,679.0,752.0,806.0,881.0,958.0,1032.0,1114.0,1181.0,1246.0,1306.0,1378.0,1447.0,1522.0,1594.0,1666.0,1749.0,1821.0,1874.0,1934.0,1990.0,2063.0,2123.0,2187.0,2255.0,2322.0,2390.0,2445.0,2512.0,2575.0,2639.0,2704.0,2776.0,2833.0,2909.0,2975.0,3028.0,3092.0,3158.0,3226.0,3284.0,3346.0,3411.0,3474.0,3536.0,3599.0,3665.0,3738.0,3806.0,3889.0,3949.0,4024.0,4087.0,4148.0,4216.0,4280.0,4345.0,4396.0,4457.0,4546.0,4614.0,4666.0,4727.0,4789.0,4842.0,4905.0,4977.0,5039.0,5106.0,5179.0,5241.0,5314.0,5374.0,5453.0,5527.0,5601.0,5672.0,5734.0,5800.0,5864.0,5929.0,5987.0,6061.0,7059.652,8067.652,8176.732,8239.732,8316.732,8373.732,8440.732,8512.732,8588.732,8641.732,8713.732,8782.732,8849.732,8913.732,8987.732,9050.732,9107.732,9182.732,9243.732,9314.732,9373.732,9441.732,9516.732,9602.732,9676.732,9737.732,9802.732,9862.732,9920.732,9988.732
156 62.0,129.0,204.0,273.0,343.0,416.0,483.0,549.0,627.0,691.0,761.0,843.0,904.0,967.0,1029.0,1103.0,1176.0,1249.0,1320.0,1378.0,1444.0,1512.0,1586.0,1644.0,1730.0,1787.0,1850.0,1909.0,1980.0,2034.0,2108.0,2193.0,2257.0,2313.0,2371.0,2437.0,2487.0,2555.0,2611.0,2678.0,2747.0,2799.0,2872.0,2929.0,2988.0,3046.0,3115.0,3183.0,3250.0,3301.0,3350.0,3402.0,3468.0,3525.0,3589.0,3649.0,3714.0,3780.0,3845.0,3922.0,3977.0,4044.0,4107.0,4171.0,4245.0,4299.0,4369.0,4443.0,4502.0,4563.0,4622.0,4677.0,4735.0,4799.0,4850.0,4920.0,4997.0,5079.0,5162.0,5247.0,5321.0,5384.0,5443.0,5508.0,5573.0,5652.0,5720.0,5790.0,5865.0,5941.0,6015.0,6077.0,7080.652,8164.732,8233.732,8287.732,8352.732,8411.732,8490.732,8557.732,8612.732,8672.732,8745.732,8814.732,8882.732,8960.732,9019.732,9083.732,9146.732,9212.732,9269.732,9345.732,9413.732,9461.732,9529.732,9592.732,9676.732,9743.732,9807.732,9881.732,9942.732
157 82.0,146.0,218.0,277.0,343.0,403.0,470.0,537.0,610.0,686.0,762.0,830.0,909.0,963.0,1033.0,1100.0,1185.0,1254.0,1318.0,1394.0,1457.0,1524.0,1600.0,1664.0,1724.0,1800.0,1866.0,1942.0,2005.0,2085.0,2169.0,2225.0,2306.0,2374.0,2447.0,2534.0,2585.0,2661.0,2727.0,2785.0,2844.0,2916.0,2990.0,3047.0,3118.0,3179.0,3253.0,3311.0,3375.0,3443.0,3514.0,3584.0,3658.0,3730.0,3807.0,3862.0,3922.0,3993.0,4059.0,4116.0,4184.0,4250.0,4316.0,4378.0,4451.0,4512.0,4585.0,4652.0,4703.0,4770.0,4832.0,4898.0,4957.0,5014.0,5081.0,5145.0,5220.0,5303.0,5370.0,5440.0,5508.0,5564.0,5620.0,5677.0,5745.0,5788.0,5863.0,5925.0,5970.0,6030.0,7029.652,8021.652,8175.732,8251.732,8313.732,8379.732,8445.732,8511.732,8575.732,8648.732,8721.732,8788.732,8848.732,8922.732,8991.732,9047.732,9116.732,9179.732,9253.732,9335.732,9407.732,9474.732,9559.732,9619.732,9685.732,9754.732,9818.732,9888.732,9976.732
158 81.0,152.0,207.0,259.0,346.0,413.0,494.0,567.0,643.0,715.0,789.0,854.0,934.0,998.0,1066.0,1134.0,1199.0,1260.0,1329.0,1390.0,1459.0,1521.0,1593.0,1666.0,1745.0,1808.0,1862.0,1922.0,1974.0,2035.0,2098.0,2170.0,2235.0,2307.0,2368.0,2435.0,2497.0,2557.0,2636.0,2702.0,2759.0,2828.0,2896.0,2965.0,3040.0,3100.0,3170.0,3232.0,3286.0,3351.0,3410.0,3470.0,3542.0,3607.0,3679.0,3749.0,3827.0,3899.0,3979.0,4039.0,4089.0,4147.0,4223.0,4287.0,4370.0,4424.0,4494.0,4555.0,4614.0,4679.0,4746.0,4813.0,4887.0,4948.0,5025.0,5095.0,5169.0,5233.0,5307.0,5373.0,5448.0,5520.0,5579.0,5645.0,5703.0,5773.0,5836.0,5905.0,5967.0,6044.0,7034.652,8034.652,8173.732,8247.732,8310.732,8387.732,8437.732,8505.732,8576.732,8631.732,8709.732,8767.732,8823.732,8894.732,8959.732,9022.732,9093.732,9179.732,9237.732,9300.732,9352.732,9412.732,9463.732,9511.732,9567.732,9651.732,9715.732,9774.732,9843.732,9906.732,9964.732
159 76.0,159.0,234.0,298.0,361.0,412.0,480.0,550.0,610.0,672.0,745.0,810.0,883.0,941.0,1016.0,1089.0,1166.0,1224.0,1294.0,1357.0,1431.0,1493.0,1552.0,1616.0,1671.0,1741.0,1799.0,1862.0,1923.0,1983.0,2041.0,2112.0,2177.0,2240.0,2305.0,2374.0,2438.0,2510.0,2581.0,2655.0,2708.0,2777.0,2838.0,2904.0,2974.0,3028.0,3099.0,3176.0,3263.0,3323.0,3381.0,3438.0,3505.0,3581.0,3645.0,3714.0,3785.0,3835.0,3909.0,3966.0,4056.0,4126.0,4187.0,4240.0,4307.0,4368.0,4439.0,4508.0,4573.0,4638.0,4701.0,4762.0,4820.0,4889.0,4953.0,5005.0,5065.0,5129.0,5201.0,5264.0,5330.0,5395.0,5465.0,5533.0,5606.0,5679.0,5743.0,5809.0,5876.0,5941.0,6003.0,7073.652,8058.652,8176.732,8232.732,8293.732,8360.732,8427.732,8492.732,8563.732,8624.732,8702.732,8780.732,8826.732,8888.732,8961.732,9010.732,9081.732,9151.732,9226.732,9277.732,9334.732,9395.732,9465.732,9527.732,9606.732,9674.732,9737.732,9805.732,9873.732,9951.732
160 69.0,145.0,218.0,281.0,352.0,404.0,464.0,542.0,591.0,663.0,727.0,784.0,854.0,923.0,973.0,1034.0,1119.0,1192.0,1255.0,1313.0,1383.0,1451.0,1526.0,1594.0,1657.0,1713.0,1776.0,1847.0,1911.0,1978.0,2035.0,2104.0,2183.0,2257.0,2328.0,2386.0,2469.0,2543.0,2606.0,2665.0,2726.0,2789.0,2834.0,2909.0,2978.0,3051.0,3124.0,3189.0,3267.0,3353.0,3420.0,3474.0,3523.0,3596.0,3648.0,3721.0,3775.0,3825.0,3893.0,3946.0,3997.0,4057.0,4114.0,4188.0,4248.0,4299.0,4376.0,4438.0,4507.0,4580.0,4639.0,4690.0,4748.0,4814.0,4885.0,4957.0,5022.0,5077.0,5140.0,5226.0,5288.0,5350.0,5424.0,5499.0,5560.0,5645.0,5719.0,5794.0,5862.0,5940.0,6001.0,6074.0,7116.652,8170.732,8232.732,8307.732,8377.732,8427.732,8495.732,8578.732,8652.732,8713.732,8777.732,8834.732,8898.732,8952.732,9031.732,9103.732,9173.732,9226.732,9288.732,9350.732,9408.732,9464.732,9531.732,9602.732,9673.732,9752.732,9811.732,9865.732,9923.732
161 53.0,124.0,183.0,253.0,317.0,382.0,454.0,520.0,592.0,668.0,714.0,773.0,827.0,906.0,996.0,1053.0,1118.0,1185.0,1242.0,1313.0,1370.0,1438.0,1515.0,1578.0,1635.0,1699.0,1772.0,1835.0,1905.0,1975.0,2046.0,2123.0,2192.0,2255.0,2314.0,2388.0,2455.0,2516.0,2606.0,2675.0,2750.0,2814.0,2885.0,2955.0,3018.0,3081.0,3152.0,3208.0,3288.0,3359.0,3438.0,3511.0,3561.0,3626.0,3688.0,3767.0,3827.0,3895.0,3951.0,4013.0,4065.0,4127.0,4190.0,4245.0,4304.0,4373.0,4438.0,4507.0,4588.0,4657.0,4724.0,4778.0,4842.0,4915.0,4962.0,5033.0,5097.0,5176.0,5240.0,5315.0,5378.0,5430.0,5498.0,5563.0,5635.0,5677.0,5742.0,5797.0,5875.0,5936.0,6012.0,7102.652,8076.652,8174.732,8243.732,8301.732,8365.732,8438.732,8506.732,8585.732,8654.732,8705.732,8763.732,8818.732,8902.732,8981.732,9038.732,9107.732,9166.732,9226.732,9290.732,9344.732,9421.732,9486.732,9558.732,9621.732,9696.732,9768.732,9843.732,9920.732,9970.732
162 66.0,131.0,211.0,280.0,343.0,421.0,482.0,541.0,614.0,681.0,750.0,825.0,893.0,955.0,1002.0,1066.0,1150.0,1216.0,1267.0,1343.0,1406.0,1465.0,1526.0,1583.0,1653.0,1712.0,1785.0,1862.0,1933.0,2000.0,2053.0,2112.0,2178.0,2249.0,2317.0,2390.0,2461.0,2519.0,2588.0,2662.0,2745.0,2810.0,2868.0,2945.0,3016.0,3088.0,3147.0,3215.0,3294.0,3352.0,3431.0,3511.0,3581.0,3643.0,3707.0,3768.0,3829.0,3883.0,3947.0,4009.0,4091.0,4152.0,4214.0,4282.0,4348.0,4413.0,4486.0,4548.0,4608.0,4686.0,4768.0,4827.0,4897.0,4953.0,5031.0,5091.0,5150.0,5226.0,5302.0,5375.0,5451.0,5531.0,5598.0,5666.0,5724.0,5798.0,5873.0,5942.0,6001.0,6062.0,7021.652,8047.652,8171.732,8247.732,8304.732,8365.732,8435.732,8497.732,8553.732,8613.732,8686.732,8747.732,8809.732,8870.732,8930.732,9002.732,9062.732,9127.732,9193.732,9254.732,9335.732,9395.732,9463.732,9527.732,9589.732,9652.732,9706.732,9771.732,9841.732,9912.732,9973.732
163 57.0,122.0,195.0,250.0,311.0,378.0,441.0,511.0,579.0,642.0,717.0,782.0,844.0,893.0,960.0,1022.0,1083.0,1146.0,1216.0,1289.0,1362.0,1440.0,1499.0,1568.0,1645.0,1721.0,1785.0,1845.0,1929.0,2001.0,2063.0,2137.0,2185.0,2252.0,2330.0,2395.0,2457.0,2524.0,2574.0,2641.0,2721.0,2776.0,2850.0,2917.0,2983.0,3055.0,3135.0,3197.0,3266.0,3322.0,3400.0,3458.0,3543.0,3611.0,3693.0,3762.0,3840.0,3898.0,3975.0,4043.0,4097.0,4174.0,4237.0,4319.0,4381.0,4445.0,4510.0,4587.0,4654.0,4717.0,4784.0,4845.0,4909.0,4976.0,5022.0,5098.0,5173.0,5228.0,5299.0,5366.0,5431.0,5513.0,5575.0,5644.0,5719.0,5778.0,5866.0,5930.0,5993.0,6058.0,7085.652,8039.652,8166.732,8229.732,8299.732,8355.732,8421.732,8487.732,8559.732,8611.732,8682.732,8752.732,8820.732,8873.732,8935.732,8983.732,9050.732,9129.732,9186.732,9262.732,9323.732,9382.732,9454.732,9503.732,9576.732,9635.732,9698.732,9759.732,9836.732,9903.732,9980.732
164 54.0,119.0,175.0,236.0,312.0,396.0,467.0,540.0,607.0,659.0,732.0,802.0,855.0,930.0,989.0,1057.0,1117.0,1186.0,1246.0,1319.0,1382.0,1452.0,1525.0,1593.0,1665.0,1718.0,1793.0,1858.0,1917.0,1974.0,2047.0,2115.0,2170.0,2245.0,2314.0,2368.0,2431.0,2507.0,2565.0,2634.0,2698.0,2757.0,2811.0,2868.0,2931.0,2996.0,3051.0,3130.0,3214.0,3280.0,3348.0,3412.0,3467.0,3532.0,3606.0,3664.0,3736.0,3802.0,3858.0,3931.0,4005.0,4063.0,4147.0,4207.0,4274.0,4339.0,4407.0,4473.0,4547.0,4609.0,4678.0,4740.0,4790.0,4862.0,4922.0,4993.0,5060.0,5119.0,5182.0,5272.0,5343.0,5410.0,5479.0,5552.0,5621.0,5685.0,5756.0,5819.0,5890.0,5945.0,6009.0,7032.652,8040.652,8181.732,8247.732,8316.732,8388.732,8459.732,8516.732,8563.732,8634.732,8706.732,8772.732,8825.732,8897.732,8969.732,9026.732,9090.732,9155.732,9238.732,9311.732,9383.732,9459.732,9521.732,9593.732,9655.732,9714.732,9772.732,9836.732,9903.732,9956.732
165 64.0,129.0,197.0,247.0,297.0,368.0,439.0,509.0,585.0,632.0,696.0,778.0,834.0,909.0,976.0,1046.0,1118.0,1171.0,1243.0,1298.0,1362.0,1431.0,1488.0,1557.0,1618.0,1690.0,1752.0,1823.0,1884.0,1944.0,2016.0,2096.0,2158.0,2226.0,2294.0,2381.0,2448.0,2504.0,2567.0,2640.0,2715.0,2800.0,2858.0,2913.0,2994.0,3067.0,3126.0,3182.0,3248.0,3337.0,3421.0,3483.0,3552.0,3610.0,3684.0,3761.0,3837.0,3891.0,3964.0,4029.0,4106.0,4185.0,4251.0,4337.0,4427.0,4501.0,4577.0,4636.0,4686.0,4754.0,4822.0,4885.0,4951.0,5022.0,5103.0,5172.0,5235.0,5288.0,5350.0,5412.0,5471.0,5545.0,5600.0,5668.0,5734.0,5813.0,5885.0,5968.0,6043.0,7088.652,8091.652,8182.732,8242.732,8316.732,8384.732,8438.732,8518.732,8578.732,8651.732,8713.732,8774.732,8839.732,8909.732,8974.732,9044.732,9111.732,9173.732,9249.732,9322.732,9383.732,9457.732,9534.732,9588.732,9665.732,9738.732,9807.732,9875.732,9938.732
166 76.0,132.0,214.0,278.0,350.0,427.0,509.0,582.0,631.0,702.0,774.0,844.0,912.0,983.0,1054.0,1107.0,1180.0,1246.0,1304.0,1380.0,1451.0,1516.0,1581.0,1641.0,1696.0,1769.0,1830.0,1901.0,1969.0,2034.0,2097.0,2170.0,2234.0,2297.0,2367.0,2421.0,2475.0,2536.0,2592.0,2654.0,2714.0,2771.0,2829.0,2891.0,2964.0,3035.0,3114.0,3181.0,3236.0,3312.0,3378.0,3438.0,3514.0,3576.0,3647.0,3717.0,3785.0,3840.0,3903.0,3969.0,4049.0,4117.0,4176.0,4248.0,4331.0,4390.0,4464.0,4534.0,4590.0,4645.0,4707.0,4773.0,4846.0,4908.0,4966.0,5035.0,5107.0,5169.0,5232.0,5288.0,5356.0,5418.0,5483.0,5556.0,5624.0,5686.0,5756.0,5823.0,5886.0,5949.0,6021.0,7070.652,8165.732,8241.732,8308.732,8367.732,8439.732,8496.732,8563.732,8639.732,8712.732,8774.732,8849.732,8904.732,8968.732,9031.732,9094.732,9165.732,9240.732,9321.732,9385.732,9458.732,9535.732,9597.732,9664.732,9743.732,9793.732,9860.732,9912.732,9978.732
167 73.0,141.0,209.0,277.0,338.0,397.0,464.0,535.0,611.0,672.0,742.0,818.0,880.0,927.0,992.0,1064.0,1136.0,1203.0,1270.0,1332.0,1406.0,1489.0,1553.0,1621.0,1708.0,1771.0,1832.0,1899.0,1961.0,2014.0,2079.0,2142.0,2212.0,2268.0,2318.0,2371.0,2442.0,2512.0,2582.0,2646.0,2727.0,2791.0,2865.0,2920.0,2979.0,3036.0,3091.0,3164.0,3254.0,3310.0,3378.0,3444.0,3498.0,3560.0,3633.0,3716.0,3767.0,3835.0,3893.0,3959.0,4014.0,4076.0,4148.0,4221.0,4279.0,4351.0,4417.0,4467.0,4549.0,4609.0,4682.0,4737.0,4802.0,4858.0,4924.0,4991.0,5053.0,5112.0,5174.0,5229.0,5309.0,5373.0,5455.0,5525.0,5584.0,5658.0,5727.0,5790.0,5858.0,5937.0,6011.0,6072.0,7113.652,8050.652,8175.732,8234.732,8295.732,8363.732,8429.732,8500.732,8564.732,8653.732,8719.732,8783.732,8847.732,8916.732,8990.732,9072.732,9137.732,9204.732,9257.732,9324.732,9392.732,9463.732,9534.732,9599.732,9653.732,9721.732,9782.732,9842.732,9889.732,9954.732
168 82.0,149.0,215.0,287.0,354.0,400.0,460.0,532.0,595.0,673.0,736.0,802.0,870.0,936.0,996.0,1053.0,1124.0,1183.0,1256.0,1330.0,1394.0,1455.0,1511.0,1574.0,1635.0,1710.0,1775.0,1847.0,1908.0,1989.0,2064.0,2135.0,2188.0,2253.0,2329.0,2405.0,2476.0,2544.0,2616.0,2682.0,2745.0,2814.0,2879.0,2959.0,3028.0,3107.0,3175.0,3245.0,3317.0,3378.0,3469.0,3525.0,3585.0,3650.0,3717.0,3773.0,3827.0,3896.0,3975.0,4028.0,4080.0,4152.0,4209.0,4284.0,4355.0,4413.0,4484.0,4552.0,4617.0,4683.0,4742.0,4805.0,4881.0,4946.0,5002.0,5072.0,5140.0,5203.0,5267.0,5341.0,5415.0,5484.0,5551.0,5621.0,5685.0,5748.0,5807.0,5875.0,5941.0,6016.0,7013.652,8054.652,8177.732,8242.732,8308.732,8375.732,8453.732,8515.732,8585.732,8659.732,8723.732,8792.732,8855.732,8934.732,9006.732,9075.732,9141.732,9200.732,9266.732,9334.732,9402.732,9472.732,9542.732,9601.732,9668.732,9732.732,9797.732,9871.732,9936.732
169 46.0,119.0,196.0,264.0,332.0,381.0,459.0,513.0,586.0,659.0,729.0,792.0,852.0,908.0,972.0,1033.0,1117.0,1181.0,1257.0,1312.0,1388.0,1449.0,1521.0,1598.0,1672.0,1737.0,1823.0,1901.0,1970.0,2024.0,2091.0,2152.0,2210.0,2284.0,2341.0,2404.0,2466.0,2526.0,2595.0,2664.0,2730.0,2812.0,2866.0,2936.0,3013.0,3072.0,3121.0,3187.0,3252.0,3319.0,3387.0,3456.0,3518.0,3585.0,3648.0,3717.0,3796.0,3869.0,3922.0,3980.0,4031.0,4097.0,4183.0,4239.0,4314.0,4380.0,4459.0,4530.0,4599.0,4663.0,4729.0,4782.0,4858.0,4936.0,5007.0,5084.0,5150.0,5223.0,5297.0,5354.0,5415.0,5484.0,5557.0,5621.0,5694.0,5755.0,5814.0,5881.0,5942.0,6003.0,6074.0,7101.652,8107.652,8165.732,8242.732,8311.732,8377.732,8458.732,8532.732,8596.732,8662.732,8727.732,8801.732,8873.732,8933.732,8990.732,9071.732,9149.732,9209.732,9272.732,9352.732,9419.732,9488.732,9555.732,9619.732,9684.732,9754.732,9836.732,9900.732,9967.732
170 67.0,143.0,199.0,273.0,343.0,408.0,475.0,545.0,605.0,676.0,752.0,796.0,847.0,928.0,994.0,1064.0,1150.0,1215.0,1277.0,1346.0,1400.0,1478.0,1561.0,1631.0,1697.0,1767.0,1836.0,1899.0,1964.0,2016.0,2083.0,2145.0,2214.0,2277.0,2328.0,2406.0,2469.0,2544.0,2606.0,2674.0,2724.0,2801.0,2857.0,2917.0,2990.0,3053.0,3112.0,3174.0,3245.0,3315.0,3373.0,3438.0,3507.0,3582.0,3646.0,3720.0,3798.0,3855.0,3917.0,3994.0,4064.0,4127.0,4189.0,4256.0,4309.0,4377.0,4433.0,4496.0,4557.0,4630.0,4696.0,4757.0,4836.0,4897.0,4956.0,5013.0,5078.0,5144.0,5224.0,5296.0,5353.0,5416.0,5492.0,5571.0,5655.0,5725.0,5792.0,5864.0,5923.0,5994.0,6066.0,7060.652,8043.652,8170.732,8243.732,8305.732,8369.732,8443.732,8503.732,8570.732,8642.732,8722.732,8799.732,8862.732,8928.732,8998.732,9067.732,9126.732,9189.732,9259.732,9329.732,9397.732,9446.732,9515.732,9575.732,9639.732,9692.732,9767.732,9836.732,9916.732,9985.732
171 74.0,150.0,216.0,283.0,355.0,416.0,484.0,557.0,619.0,697.0,763.0,834.0,916.0,989.0,1052.0,1112.0,1184.0,1241.0,1304.0,1364.0,1426.0,1503.0,1570.0,1637.0,1698.0,1756.0,1828.0,1896.0,1973.0,2039.0,2095.0,2161.0,2227.0,2306.0,2364.0,2430.0,2511.0,2575.0,2640.0,2699.0,2771.0,2841.0,2916.0,2985.0,3061.0,3127.0,3201.0,3257.0,3328.0,3405.0,3480.0,3533.0,3601.0,3668.0,3731.0,3806.0,3880.0,3951.0,4034.0,4100.0,4166.0,4223.0,4288.0,4361.0,4430.0,4495.0,4553.0,4611.0,4684.0,4757.0,4829.0,4900.0,4969.0,5038.0,5095.0,5162.0,5236.0,5296.0,5366.0,5452.0,5515.0,5579.0,5641.0,5704.0,5789.0,5869.0,5947.0,6023.0,7111.652,8104.652,8154.732,8219.732,8293.732,8366.732,8438.732,8503.732,8559.732,8619.732,8684.732,8763.732,8811.732,8878.732,8948.732,9020.732,9086.732,9157.732,9217.732,9281.732,9357.732,9428.732,9498.732,9571.732,9629.732,9695.732,9752.732,9832.732,9891.732,9950.732
172 66.0,124.0,205.0,274.0,328.0,385.0,459.0,520.0,577.0,646.0,719.0,781.0,850.0,925.0,997.0,1059.0,1114.0,1172.0,1245.0,1314.0,1380.0,1438.0,1493.0,1560.0,1613.0,1684.0,1737.0,1795.0,1877.0,1934.0,2009.0,2082.0,2152.0,2235.0,2306.0,2379.0,2451.0,2519.0,2600.0,2667.0,2739.0,2818.0,2887.0,2941.0,3018.0,3067.0,3138.0,3210.0,3271.0,3337.0,3411.0,3483.0,3551.0,3610.0,3666.0,3727.0,3786.0,3836.0,3900.0,3964.0,4018.0,4077.0,4142.0,4210.0,4279.0,4364.0,4435.0,4493.0,4551.0,4624.0,4682.0,4752.0,4824.0,4899.0,4961.0,5020.0,5071.0,5141.0,5205.0,5264.0,5341.0,5403.0,5464.0,5529.0,5598.0,5652.0,5710.0,5781.0,5844.0,5917.0,5989.0,6060.0,7117.652,8183.732,8246.732,8298.732,8369.732,8424.732,8487.732,8559.732,8616.732,8685.732,8767.732,8820.732,8888.732,8957.732,9024.732,9087.732,9168.732,9237.732,9300.732,9367.732,9429.732,9494.732,9560.732,9623.732,9697.732,9756.732,9823.732,9890.732,9951.732
173 63.0,139.0,220.0,296.0,365.0,441.0,523.0,581.0,645.0,701.0,778.0,840.0,904.0,967.0,1026.0,1093.0,1146.0,1210.0,1284.0,1344.0,1409.0,1460.0,1539.0,1606.0,1665.0,1734.0,1784.0,1851.0,1925.0,1988.0,2049.0,2114.0,2185.0,2245.0,2307.0,2373.0,2439.0,2519.0,2579.0,2636.0,2684.0,2738.0,2797.0,2859.0,2922.0,2985.0,3044.0,3132.0,3195.0,3263.0,3328.0,3402.0,3472.0,3548.0,3608.0,3665.0,3745.0,3813.0,3872.0,3948.0,4004.0,4071.0,4136.0,4211.0,4279.0,4332.0,4385.0,4448.0,4506.0,4569.0,4630.0,4717.0,4781.0,4847.0,4903.0,4965.0,5021.0,5095.0,5159.0,5220.0,5297.0,5362.0,5412.0,5484.0,5554.0,5629.0,5696.0,5750.0,5811.0,5888.0,5953.0,6027.0,7090.652,8058.652,8170.732,8241.732,8296.732,8357.732,8432.732,8507.732,8573.732,8635.732,8714.732,8780.732,8856.732,8912.732,8975.732,9048.732,9122.732,9172.732,9237.732,9302.732,9364.732,9447.732,9515.732,9575.732,9640.732,9702.732,9768.732,9840.732,9891.732,9964.732
174 66.0,135.0,209.0,283.0,348.0,427.0,483.0,567.0,626.0,705.0,776.0,844.0,916.0,986.0,1065.0,1139.0,1226.0,1301.0,1365.0,1428.0,1494.0,1574.0,1639.0,1702.0,1776.0,1849.0,1918.0,1982.0,2045.0,2119.0,2207.0,2283.0,2346.0,2396.0,2458.0,2535.0,2602.0,2681.0,2738.0,2803.0,2876.0,2940.0,3006.0,3083.0,3155.0,3210.0,3274.0,3335.0,3396.0,3470.0,3534.0,3604.0,3652.0,3720.0,3788.0,3856.0,3931.0,3980.0,4045.0,4095.0,4153.0,4219.0,4286.0,4349.0,4420.0,4490.0,4550.0,4617.0,4675.0,4743.0,4811.0,4878.0,4934.0,5010.0,5068.0,5133.0,5202.0,5274.0,5333.0,5407.0,5461.0,5530.0,5597.0,5660.0,5727.0,5782.0,5843.0,5906.0,5979.0,6043.0,7056.652,8051.652,8175.732,8244.732,8303.732,8366.732,8435.732,8495.732,8573.732,8632.732,8695.732,8761.732,8846.732,8913.732,8988.732,9060.732,9124.732,9189.732,9258.732,9309.732,9379.732,9442.732,9510.732,9559.732,9631.732,9705.732,9770.732,9843.732,9910.732,9981.732
175 73.0,130.0,195.0,262.0,328.0,404.0,485.0,557.0,624.0,710.0,774.0,838.0,899.0,969.0,1024.0,1084.0,1147.0,1221.0,1292.0,1351.0,1429.0,1496.0,1560.0,1631.0,1709.0,1779.0,1850.0,1922.0,1996.0,2053.0,2117.0,2181.0,2246.0,2316.0,2383.0,2462.0,2535.0,2607.0,2670.0,2740.0,2805.0,2882.0,2954.0,3010.0,3074.0,3137.0,3202.0,3271.0,3348.0,3414.0,3469.0,3528.0,3604.0,3674.0,3747.0,3812.0,3888.0,3962.0,4029.0,4094.0,4170.0,4234.0,4300.0,4380.0,4463.0,4527.0,4586.0,4637.0,4704.0,4773.0,4844.0,4923.0,4993.0,5064.0,5122.0,5188.0,5263.0,5336.0,5396.0,5475.0,5555.0,5631.0,5688.0,5760.0,5846.0,5915.0,5990.0,6055.0,7099.652,8107.652,8177.732,8238.732,8310.732,8365.732,8435.732,8495.732,8574.732,8650.732,8715.732,8771.732,8834.732,8898.732,8958.732,9043.732,9120.732,9189.732,9243.732,9302.732,9372.732,9430.732,9484.732,9546.732,9617.732,9679.732,9751.732,9819.732,9885.732,9956.732
